# Program:featureCounts v1.6.4; Command:"featureCounts" "-p" "-B" "-C" "-M" "-O" "-T" "8" "-t" "CDS" "-g" "gene_id" "-a" "/tmp/230574.1.all.q/genomes/tb927_11/tb927_11.gtf" "-o" "/tmp/230574.1.all.q/P_sub_2/counts.txt" "/tmp/230574.1.all.q/P_sub_2/P_sub_2_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/tmp/230574.1.all.q/P_sub_2/P_sub_2_sorted.bam
Tb11.v5.0171	Tb927_11_bin_v5.1	200394	204650	-	4257	793
Tb11.v5.0172	Tb927_11_bin_v5.1	206852	207961	-	1110	1134
Tb11.v5.0173	Tb927_11_bin_v5.1	208959	211181	-	2223	2639
Tb11.v5.0174	Tb927_11_bin_v5.1	212239	213144	-	906	1930
Tb11.v5.0175	Tb927_11_bin_v5.1	213863	216577	-	2715	2439
Tb11.v5.0176	Tb927_11_bin_v5.1	217027	218355	-	1329	1472
Tb11.v5.0177	Tb927_11_bin_v5.1	218537	219916	-	1380	2214
Tb11.v5.0178	Tb927_11_bin_v5.1	229886	231151	+	1266	1671
Tb11.v5.0179	Tb927_11_bin_v5.1	231705	232892	+	1188	1909
Tb11.v5.0180	Tb927_11_bin_v5.1	233194	235434	+	2241	1524
Tb11.v5.0181	Tb927_11_bin_v5.1	235806	236588	+	783	14427
Tb11.v5.0182	Tb927_11_bin_v5.1	237490	238272	+	783	11189
Tb11.v5.0183	Tb927_11_bin_v5.1	238562	239644	+	1083	1692
Tb11.v5.0184	Tb927_11_bin_v5.1	240166	242040	+	1875	1648
Tb11.v5.0185	Tb927_11_bin_v5.1	243071	245992	+	2922	2398
Tb11.v5.0186	Tb927_11_bin_v5.1	247166	248713	+	1548	557
Tb11.v5.0187	Tb927_11_bin_v5.1	249860	251779	+	1920	1796
Tb11.v5.0188	Tb927_11_bin_v5.1	252587	254758	+	2172	1683
Tb11.v5.0189	Tb927_11_bin_v5.1	255708	257921	+	2214	1005
Tb11.v5.0190	Tb927_11_bin_v5.1	259579	261063	-	1485	1576
Tb11.v5.0191	Tb927_11_bin_v5.1	264278	265495	-	1218	199
Tb11.v5.0192	Tb927_11_bin_v5.1	266867	268615	-	1749	939
Tb11.v5.0193	Tb927_11_bin_v5.1	271699	273030	-	1332	1023
Tb11.v5.0194	Tb927_11_bin_v5.1	275010	279455	-	4446	1055
Tb11.v5.0195	Tb927_11_bin_v5.1	280596	283727	-	3132	837
Tb11.v5.0196	Tb927_11_bin_v5.1	285932	286732	-	801	1331
Tb11.v5.0197	Tb927_11_bin_v5.1	289467	292019	-	2553	272
Tb11.v5.0198	Tb927_11_bin_v5.1	292072	294579	-	2508	165
Tb11.v5.0199	Tb927_11_bin_v5.1	298828	299469	-	642	973
Tb11.v5.0200	Tb927_11_bin_v5.1	301593	302525	-	933	1059
Tb11.v5.0201	Tb927_11_bin_v5.1	303045	304904	-	1860	1359
Tb11.v5.0202	Tb927_11_bin_v5.1	305631	307136	-	1506	1767
Tb11.v5.0203	Tb927_11_bin_v5.1	307678	309825	-	2148	1604
Tb11.v5.0204	Tb927_11_bin_v5.1	310281	311021	-	741	1721
Tb11.v5.0205	Tb927_11_bin_v5.1	313199	314440	-	1242	629
Tb11.v5.0206	Tb927_11_bin_v5.1	315130	316158	-	1029	660
Tb11.v5.0207	Tb927_11_bin_v5.1	317171	324682	-	7512	458
Tb11.v5.0208	Tb927_11_bin_v5.1	325936	327255	-	1320	345
Tb11.v5.0209	Tb927_11_bin_v5.1	329763	333473	-	3711	1547
Tb11.v5.0210	Tb927_11_bin_v5.1	337162	338553	-	1392	1006
Tb11.v5.0211	Tb927_11_bin_v5.1	342454	342948	-	495	241
Tb11.v5.0212	Tb927_11_bin_v5.1	343911	344654	-	744	1839
Tb11.v5.0213	Tb927_11_bin_v5.1	354915	355934	+	1020	1098
Tb11.v5.0214	Tb927_11_bin_v5.1	367527	370016	+	2490	4882
Tb11.v5.0215	Tb927_11_bin_v5.1	379576	380538	-	963	633
Tb11.v5.0216	Tb927_11_bin_v5.1	383173	384354	-	1182	579
Tb11.v5.0217	Tb927_11_bin_v5.1	386850	388457	-	1608	875
Tb11.v5.0218	Tb927_11_bin_v5.1	390763	394974	+	4212	1099
Tb11.v5.0219	Tb927_11_bin_v5.1	396379	399156	+	2778	846
Tb11.v5.0220	Tb927_11_bin_v5.1	400178	400948	+	771	472
Tb11.v5.0221	Tb927_11_bin_v5.1	403685	405328	+	1644	842
Tb11.v5.0222	Tb927_11_bin_v5.1	409813	411303	+	1491	1481
Tb11.v5.0223	Tb927_11_bin_v5.1	413447	415774	+	2328	1287
Tb11.v5.0224	Tb927_11_bin_v5.1	416440	417573	+	1134	363
Tb11.v5.0225	Tb927_11_bin_v5.1	418590	419711	+	1122	1148
Tb11.v5.0226	Tb927_11_bin_v5.1	420271	421452	+	1182	332
Tb11.v5.0227	Tb927_11_bin_v5.1	425578	427146	-	1569	100
Tb11.v5.0228	Tb927_11_bin_v5.1	427737	429308	-	1572	1489
Tb11.v5.0229	Tb927_11_bin_v5.1	438173	439831	+	1659	0
Tb11.v5.0230	Tb927_11_bin_v5.1	440361	441932	+	1572	697
Tb11.v5.0231	Tb927_11_bin_v5.1	442529	444100	+	1572	1884
Tb11.v5.0232	Tb927_11_bin_v5.1	448777	450669	-	1893	12
Tb11.v5.0233	Tb927_11_bin_v5.1	453851	458959	-	5109	942
Tb11.v5.0234	Tb927_11_bin_v5.1	460212	460772	-	561	1012
Tb11.v5.0235	Tb927_11_bin_v5.1	461917	463260	-	1344	2250
Tb11.v5.0236	Tb927_11_bin_v5.1	463746	465248	-	1503	1354
Tb11.v5.0237	Tb927_11_bin_v5.1	467101	468396	-	1296	1597
Tb11.v5.0238	Tb927_11_bin_v5.1	471180	472127	-	948	660
Tb11.v5.0239	Tb927_11_bin_v5.1	473863	476784	-	2922	1003
Tb11.v5.0240	Tb927_11_bin_v5.1	477681	479246	-	1566	926
Tb11.v5.0241	Tb927_11_bin_v5.1	480673	482385	-	1713	233
Tb11.v5.0242	Tb927_11_bin_v5.1	482755	493101	-	10347	345
Tb11.v5.1060	Tb927_11_bin_v5.1	493404	493865	-	462	5878
Tb11.v5.0243	Tb927_11_bin_v5.1	494123	494584	-	462	8697
Tb11.v5.0244	Tb927_11_bin_v5.1	495447	497237	-	1791	1392
Tb11.v5.0245	Tb927_11_bin_v5.1	499323	501512	-	2190	477
Tb11.v5.0246	Tb927_11_bin_v5.1	502169	502915	-	747	1249
Tb11.v5.0247	Tb927_11_bin_v5.1	503282	504067	-	786	1238
Tb11.v5.0248	Tb927_11_bin_v5.1	504516	507158	-	2643	3054
Tb11.v5.0249	Tb927_11_bin_v5.1	507916	509052	-	1137	885
Tb11.v5.0250	Tb927_11_bin_v5.1	510236	511081	-	846	217
Tb11.v5.0251	Tb927_11_bin_v5.1	512733	513977	-	1245	853
Tb11.v5.0252	Tb927_11_bin_v5.1	514392	515276	-	885	1462
Tb11.v5.0253	Tb927_11_bin_v5.1	516103	517641	-	1539	1709
Tb11.v5.0254	Tb927_11_bin_v5.1	519253	523656	-	4404	1794
Tb11.v5.0255	Tb927_11_bin_v5.1	524469	524870	-	402	1387
Tb11.v5.0256	Tb927_11_bin_v5.1	525504	526121	-	618	999
Tb11.v5.0257	Tb927_11_bin_v5.1	528187	529677	-	1491	1049
Tb11.v5.0258	Tb927_11_bin_v5.1	530118	531641	-	1524	2303
Tb11.v5.0259	Tb927_11_bin_v5.1	532861	533664	-	804	757
Tb11.v5.0260	Tb927_11_bin_v5.1	538070	540403	-	2334	119
Tb11.v5.0261	Tb927_11_bin_v5.1	542526	542951	-	426	1449
Tb11.v5.0262	Tb927_11_bin_v5.1	543617	548548	-	4932	1042
Tb11.v5.0263	Tb927_11_bin_v5.1	550173	551759	-	1587	947
Tb11.v5.0264	Tb927_11_bin_v5.1	552398	553621	-	1224	1227
Tb11.v5.0265	Tb927_11_bin_v5.1	555077	555682	-	606	2138
Tb11.v5.0266	Tb927_11_bin_v5.1	556534	558624	-	2091	888
Tb11.v5.0267	Tb927_11_bin_v5.1	558927	559862	-	936	1525
Tb11.v5.0268	Tb927_11_bin_v5.1	560520	561071	-	552	1204
Tb11.v5.0269	Tb927_11_bin_v5.1	561711	563111	-	1401	1340
Tb11.v5.0270	Tb927_11_bin_v5.1	565625	566698	-	1074	1179
Tb11.v5.0271	Tb927_11_bin_v5.1	571173	572534	+	1362	2626
Tb11.v5.0272	Tb927_11_bin_v5.1	573195	574406	+	1212	1112
Tb11.v5.0273	Tb927_11_bin_v5.1	575062	579846	+	4785	1090
Tb11.v5.0274	Tb927_11_bin_v5.1	581090	582931	+	1842	2701
Tb11.v5.0275	Tb927_11_bin_v5.1	583483	586071	+	2589	2415
Tb11.v5.0276	Tb927_11_bin_v5.1	586564	587871	+	1308	1315
Tb11.v5.0277	Tb927_11_bin_v5.1	588180	589718	+	1539	2392
Tb11.v5.0278	Tb927_11_bin_v5.1	590083	590757	+	675	1111
Tb11.v5.0279	Tb927_11_bin_v5.1	592210	593322	+	1113	1844
Tb11.v5.0280	Tb927_11_bin_v5.1	594287	596035	+	1749	2046
Tb11.v5.0281	Tb927_11_bin_v5.1	600274	603897	-	3624	1014
Tb11.v5.0282	Tb927_11_bin_v5.1	612660	614126	+	1467	1698
Tb11.02.5050b	Tb927_11_bin_v5.1	621383	624184	-	2802	1435
Tb11.02.5060b	Tb927_11_bin_v5.1	624442	627300	-	2859	2855
Tb11.02.5070b	Tb927_11_bin_v5.1	628576	629451	-	876	2004
Tb11.02.5080b	Tb927_11_bin_v5.1	629758	630933	-	1176	1864
Tb11.02.5090b	Tb927_11_bin_v5.1	634888	635643	+	756	741
Tb11.02.5100b	Tb927_11_bin_v5.1	635806	637467	+	1662	2210
Tb11.02.5105b	Tb927_11_bin_v5.1	637655	638047	+	393	1097
Tb11.02.5110b	Tb927_11_bin_v5.1	638488	639798	+	1311	1276
Tb11.02.5120b	Tb927_11_bin_v5.1	640028	642868	+	2841	3392
Tb11.02.5130b	Tb927_11_bin_v5.1	643127	645880	+	2754	121
Tb11.02.5360b	Tb927_11_bin_v5.1	647229	648146	+	918	1424
Tb11.02.5370b	Tb927_11_bin_v5.1	648762	649901	+	1140	2623
Tb11.02.5380b	Tb927_11_bin_v5.1	650262	653180	+	2919	1667
Tb11.02.5390b	Tb927_11_bin_v5.1	653545	656808	+	3264	1671
Tb11.02.5400b	Tb927_11_bin_v5.1	657476	658564	+	1089	876
Tb11.02.5410b	Tb927_11_bin_v5.1	659773	660660	+	888	1006
Tb11.02.5420b	Tb927_11_bin_v5.1	661542	663437	-	1896	1937
Tb11.02.5430b	Tb927_11_bin_v5.1	664844	666076	-	1233	669
Tb11.02.5440b	Tb927_11_bin_v5.1	666553	668166	-	1614	922
Tb11.v5.0283	Tb927_11_bin_v5.1	697375	698922	-	1548	0
Tb11.v5.0284	Tb927_11_bin_v5.1	701398	702900	-	1503	0
Tb11.v5.0285	Tb927_11_bin_v5.1	705088	705807	-	720	0
Tb11.v5.0286	Tb927_11_bin_v5.1	707354	708814	-	1461	0
Tb11.v5.0287	Tb927_11_bin_v5.1	711686	712966	-	1281	0
Tb11.v5.0288	Tb927_11_bin_v5.1	748778	749791	+	1014	1521
Tb11.v5.0289	Tb927_11_bin_v5.1	750691	756186	+	5496	1281
Tb11.v5.0290	Tb927_11_bin_v5.1	757792	758574	+	783	1583
Tb11.v5.0291	Tb927_11_bin_v5.1	759044	759877	+	834	1721
Tb11.v5.0292	Tb927_11_bin_v5.1	760194	761243	+	1050	1069
Tb11.1751	Tb927_11_bin_v5.1	772542	777182	+	4641	0
Tb11.1810b	Tb927_11_bin_v5.1	778515	779279	+	765	4270
Tb11.v5.0294	Tb927_11_bin_v5.1	786443	787264	+	822	204
Tb11.v5.0295	Tb927_11_bin_v5.1	787315	788544	+	1230	337
Tb11.v5.0296	Tb927_11_bin_v5.1	794181	795530	+	1350	0
Tb11.v5.0297	Tb927_11_bin_v5.1	797529	799175	+	1647	0
Tb11.v5.0298	Tb927_11_bin_v5.1	802867	803454	+	588	0
Tb11.v5.0299	Tb927_11_bin_v5.1	810755	812212	+	1458	0
Tb11.v5.0300	Tb927_11_bin_v5.1;Tb927_11_bin_v5.1	815361;815963	815930;816568	+;+	1176	0
Tb11.v5.0301	Tb927_11_bin_v5.1	819243	819794	+	552	109
Tb11.v5.0302	Tb927_11_bin_v5.1	821147	821665	+	519	686
Tb11.v5.0303	Tb927_11_bin_v5.1	822971	824428	+	1458	1039
Tb11.v5.0304	Tb927_11_bin_v5.1	825390	826490	+	1101	1269
Tb11.v5.0305	Tb927_11_bin_v5.1	827057	827845	+	789	1024
Tb11.v5.0306	Tb927_11_bin_v5.1	829887	831494	+	1608	365
Tb11.v5.0307	Tb927_11_bin_v5.1	834616	836199	+	1584	489
Tb11.v5.0308	Tb927_11_bin_v5.1	837009	838592	+	1584	571
Tb11.v5.0309	Tb927_11_bin_v5.1	839398	840981	+	1584	1771
Tb11.v5.0310	Tb927_11_bin_v5.1	841787	843370	+	1584	777
Tb11.v5.0311	Tb927_11_bin_v5.1	844543	844995	-	453	0
Tb11.v5.0312	Tb927_11_bin_v5.1	846919	848409	-	1491	0
Tb11.v5.0313	Tb927_11_bin_v5.1	850666	851907	-	1242	0
Tb11.v5.0314	Tb927_11_bin_v5.1	853913	854335	-	423	0
Tb11.v5.0315	Tb927_11_bin_v5.1	861265	863022	-	1758	199
Tb11.v5.0316	Tb927_11_bin_v5.1	880402	881346	-	945	0
Tb11.v5.0317	Tb927_11_bin_v5.1	887425	887748	-	324	0
Tb11.v5.0318	Tb927_11_bin_v5.1	890753	891688	-	936	0
Tb11.v5.0319	Tb927_11_bin_v5.1	892021	892731	-	711	0
Tb11.v5.0320	Tb927_11_bin_v5.1	896003	896479	-	477	0
Tb11.v5.0321	Tb927_11_bin_v5.1	896906	898234	-	1329	0
Tb11.v5.0322	Tb927_11_bin_v5.1	900253	900798	-	546	0
Tb11.v5.0323	Tb927_11_bin_v5.1	900800	901273	-	474	0
Tb11.v5.0324	Tb927_11_bin_v5.1	908617	910287	+	1671	0
Tb11.v5.0325	Tb927_11_bin_v5.1	911614	912591	+	978	2946
Tb11.v5.0326	Tb927_11_bin_v5.1	912792	913700	+	909	9905
Tb11.v5.0327	Tb927_11_bin_v5.1	924816	926246	-	1431	0
Tb11.v5.0328	Tb927_11_bin_v5.1	926731	927609	-	879	0
Tb11.v5.0329	Tb927_11_bin_v5.1	929243	930514	-	1272	0
Tb11.v5.0330	Tb927_11_bin_v5.1	932446	934029	+	1584	861
Tb11.v5.0331	Tb927_11_bin_v5.1	935008	936597	+	1590	2188
Tb11.v5.0332	Tb927_11_bin_v5.1	937573	939162	+	1590	2359
Tb11.v5.0333	Tb927_11_bin_v5.1	940239	941207	+	969	1930
Tb11.v5.0334	Tb927_11_bin_v5.1;Tb927_11_bin_v5.1	953684;954530	954217;955075	-;-	1080	0
Tb11.v5.0335	Tb927_11_bin_v5.1	960089	961015	-	927	0
Tb11.v5.0336	Tb927_11_bin_v5.1;Tb927_11_bin_v5.1	975727;976450	976362;977214	+;+	1401	0
Tb11.v5.0337	Tb927_11_bin_v5.1	1001928	1005623	-	3696	947
Tb11.v5.0338	Tb927_11_bin_v5.1	1010022	1010579	-	558	199
Tb11.v5.0339	Tb927_11_bin_v5.1	1011236	1012468	-	1233	908
Tb11.v5.0340	Tb927_11_bin_v5.1	1013141	1014199	-	1059	1748
Tb11.v5.0341	Tb927_11_bin_v5.1	1014681	1015247	-	567	1129
Tb11.v5.0342	Tb927_11_bin_v5.1	1016629	1017501	-	873	1658
Tb11.v5.0343	Tb927_11_bin_v5.1	1018250	1018843	-	594	93
Tb11.v5.0344	Tb927_11_bin_v5.1	1019858	1020643	-	786	427
Tb11.v5.0345	Tb927_11_bin_v5.1	1021653	1022417	-	765	297
Tb11.v5.0346	Tb927_11_bin_v5.1	1025420	1026292	-	873	129
Tb11.15.0008b	Tb927_11_bin_v5.1;Tb927_11_bin_v5.1;Tb927_11_bin_v5.1;Tb927_11_bin_v5.1;Tb927_11_bin_v5.1;Tb927_11_bin_v5.1	1064393;1064439;1064466;1064744;1064860;1065099	1064437;1064462;1064741;1064857;1065096;1065410	+;+;+;+;+;+	1008	0
Tb11.15.0007b	Tb927_11_bin_v5.1	1065630	1067114	+	1485	0
Tb11.15.0006b	Tb927_11_bin_v5.1;Tb927_11_bin_v5.1	1068493;1068774	1068771;1070024	+;+	1530	1
Tb11.15.0005b	Tb927_11_bin_v5.1	1071045	1071788	+	744	0
Tb11.v5.0348	Tb927_11_bin_v5.1	1071896	1073611	+	1716	487
Tb11.v5.0349	Tb927_11_bin_v5.1	1079033	1079695	+	663	1308
Tb11.v5.1061	Tb927_11_bin_v5.1	1094891	1095403	-	513	898
Tb11.v5.0350	Tb927_11_bin_v5.1	1095967	1096629	-	663	0
Tb11.v5.0351	Tb927_11_bin_v5.1	1100408	1101931	-	1524	0
Tb11.v5.0353	Tb927_11_bin_v5.1	1109022	1111106	-	2085	21
Tb11.v5.0354	Tb927_11_bin_v5.1	1112944	1113408	+	465	122
Tb11.v5.0355	Tb927_11_bin_v5.1	1114542	1115216	+	675	797
Tb11.01.1680.v5	Tb927_11_bin_v5.1	1116876	1120727	+	3852	1958
Tb11.v5.0356	Tb927_11_bin_v5.1	1122661	1124430	+	1770	1444
Tb11.v5.0357	Tb927_11_bin_v5.1	1127157	1128458	+	1302	669
Tb11.v5.0358	Tb927_11_bin_v5.1	1136712	1137626	-	915	0
Tb11.v5.0359	Tb927_11_bin_v5.1	1151285	1153639	-	2355	1816
Tb11.v5.0360	Tb927_11_bin_v5.1	1177367	1178017	-	651	925
Tb11.v5.0361	Tb927_11_bin_v5.1	1185161	1186582	+	1422	0
Tb11.v5.0362	Tb927_11_bin_v5.1	1188394	1189866	+	1473	0
Tb11.v5.0363	Tb927_11_bin_v5.1	1191689	1192270	+	582	0
Tb11.v5.0364	Tb927_11_bin_v5.1	1210734	1213196	-	2463	574
Tb11.v5.0365	Tb927_11_bin_v5.1	1223367	1225607	-	2241	1539
Tb11.v5.0366	Tb927_11_bin_v5.1	1226272	1229520	-	3249	2758
Tb11.v5.0367	Tb927_11_bin_v5.1	1234396	1235583	-	1188	91
Tb11.v5.0368	Tb927_11_bin_v5.1	1237180	1238358	-	1179	47
Tb11.v5.0369	Tb927_11_bin_v5.1	1240146	1241360	-	1215	67
Tb11.v5.0371	Tb927_11_bin_v5.1	1245712	1246932	-	1221	1944
Tb11.v5.0372	Tb927_11_bin_v5.1	1247382	1248674	-	1293	2238
Tb11.v5.0373	Tb927_11_bin_v5.1	1249210	1250133	-	924	1337
Tb11.v5.0374	Tb927_11_bin_v5.1	1265635	1266639	-	1005	602
Tb11.v5.0375	Tb927_11_bin_v5.1	1271171	1272349	-	1179	23
Tb11.v5.0376	Tb927_11_bin_v5.1	1279029	1279394	-	366	1
Tb11.v5.0377	Tb927_11_bin_v5.1	1279671	1281974	-	2304	8
Tb11.v5.0378	Tb927_11_bin_v5.1	1281993	1286342	-	4350	27
Tb11.v5.0379	Tb927_11_bin_v5.1	1307483	1309324	+	1842	501
Tb11.v5.0380	Tb927_11_bin_v5.1	1312530	1313993	+	1464	227
Tb11.v5.0381	Tb927_11_bin_v5.1	1326756	1327430	-	675	55
Tb11.v5.0382	Tb927_11_bin_v5.1	1327799	1328455	-	657	475
Tb11.v5.0383	Tb927_11_bin_v5.1	1329035	1330285	-	1251	648
Tb11.v5.0384	Tb927_11_bin_v5.1	1332281	1334134	-	1854	2131
Tb11.v5.0385	Tb927_11_bin_v5.1	1336549	1336926	+	378	0
Tb11.v5.0386	Tb927_11_bin_v5.1	1337821	1338858	+	1038	0
Tb11.v5.0387	Tb927_11_bin_v5.1	1341992	1342969	+	978	382
Tb11.v5.0388	Tb927_11_bin_v5.1	1344168	1345517	+	1350	792
Tb11.v5.0389	Tb927_11_bin_v5.1	1357799	1358950	-	1152	0
Tb11.v5.0390	Tb927_11_bin_v5.1	1360444	1361757	-	1314	125
Tb11.v5.0391	Tb927_11_bin_v5.1	1362864	1364903	-	2040	1697
Tb11.v5.0392	Tb927_11_bin_v5.1	1366555	1366968	-	414	127
Tb11.v5.0394	Tb927_11_bin_v5.1	1381337	1386175	+	4839	330
Tb11.v5.0395	Tb927_11_bin_v5.1	1401313	1402038	-	726	0
Tb11.v5.0396	Tb927_11_bin_v5.1	1413045	1414067	-	1023	936
Tb11.v5.0397	Tb927_11_bin_v5.1	1415327	1417060	-	1734	2013
Tb11.v5.0399	Tb927_11_bin_v5.1	1435595	1438963	-	3369	1167
Tb11.v5.0400	Tb927_11_bin_v5.1	1445263	1445694	-	432	0
Tb11.v5.0401	Tb927_11_bin_v5.1	1448601	1449902	-	1302	0
Tb11.v5.0402	Tb927_11_bin_v5.1	1477384	1478364	+	981	273
Tb11.v5.0403	Tb927_11_bin_v5.1	1481107	1482087	+	981	121
Tb11.v5.0404	Tb927_11_bin_v5.1	1494435	1496606	+	2172	1110
Tb11.v5.0405	Tb927_11_bin_v5.1	1497910	1499775	+	1866	643
Tb11.v5.0406	Tb927_11_bin_v5.1	1500693	1502522	-	1830	386
Tb11.v5.0407	Tb927_11_bin_v5.1	1504064	1505317	-	1254	310
Tb11.v5.0409	Tb927_11_bin_v5.1	1530998	1532548	-	1551	1060
Tb11.v5.0410	Tb927_11_bin_v5.1	1556188	1561377	-	5190	119
Tb11.v5.0411	Tb927_11_bin_v5.1	1561914	1563191	-	1278	2799
Tb11.v5.0412	Tb927_11_bin_v5.1	1563645	1566056	-	2412	2626
Tb11.v5.0413	Tb927_11_bin_v5.1	1569658	1570548	-	891	81
Tb11.v5.0414	Tb927_11_bin_v5.1	1575174	1576484	-	1311	1138
Tb11.v5.0415	Tb927_11_bin_v5.1	1588997	1590400	-	1404	1112
Tb11.v5.0416	Tb927_11_bin_v5.1	1604175	1605737	+	1563	0
Tb11.v5.0417	Tb927_11_bin_v5.1	1607191	1608144	+	954	0
Tb11.v5.0418	Tb927_11_bin_v5.1	1625664	1627865	+	2202	37
Tb11.v5.0419	Tb927_11_bin_v5.1	1627963	1629546	+	1584	57
Tb11.v5.0420	Tb927_11_bin_v5.1	1631775	1633037	-	1263	637
Tb11.v5.0421	Tb927_11_bin_v5.1	1640742	1642310	+	1569	292
Tb11.v5.0422	Tb927_11_bin_v5.1	1644859	1646259	-	1401	1251
Tb11.v5.0423	Tb927_11_bin_v5.1	1655269	1655976	+	708	413
Tb11.v5.0424	Tb927_11_bin_v5.1	1664519	1666456	+	1938	244
Tb11.v5.0425	Tb927_11_bin_v5.1	1666599	1668281	+	1683	804
Tb11.v5.0426	Tb927_11_bin_v5.1	1676656	1677708	-	1053	1023
Tb11.v5.0427	Tb927_11_bin_v5.1	1679330	1680517	-	1188	736
Tb11.v5.0428	Tb927_11_bin_v5.1	1681431	1683296	-	1866	966
Tb11.v5.0429	Tb927_11_bin_v5.1	1689104	1693000	-	3897	231
Tb11.v5.0430	Tb927_11_bin_v5.1	1693849	1694334	+	486	738
Tb11.v5.0431	Tb927_11_bin_v5.1	1701376	1703058	-	1683	126
Tb11.v5.0432	Tb927_11_bin_v5.1	1703375	1707928	-	4554	23
Tb11.v5.0433	Tb927_11_bin_v5.1	1708167	1709480	-	1314	881
Tb11.v5.0434	Tb927_11_bin_v5.1	1723026	1726313	-	3288	791
Tb11.v5.0435	Tb927_11_bin_v5.1	1727381	1729189	+	1809	634
Tb11.v5.0436	Tb927_11_bin_v5.1	1736457	1737830	-	1374	2852
Tb11.v5.0437	Tb927_11_bin_v5.1	1741003	1742220	-	1218	784
Tb11.v5.0438	Tb927_11_bin_v5.1	1743584	1744615	-	1032	705
Tb11.v5.0439	Tb927_11_bin_v5.1	1751850	1752635	-	786	3
Tb11.v5.0440	Tb927_11_bin_v5.1	1755174	1756253	+	1080	106
Tb11.v5.0442	Tb927_11_bin_v5.1	1760588	1761766	+	1179	275
Tb11.v5.0444	Tb927_11_bin_v5.1	1784143	1786992	-	2850	77
Tb11.v5.0445	Tb927_11_bin_v5.1	1791976	1792212	-	237	4
Tb11.v5.0446	Tb927_11_bin_v5.1	1793912	1795357	-	1446	1763
Tb11.v5.0447	Tb927_11_bin_v5.1	1798304	1799779	-	1476	0
Tb11.v5.0448	Tb927_11_bin_v5.1	1802372	1805827	+	3456	967
Tb11.v5.0449	Tb927_11_bin_v5.1	1810529	1811359	+	831	0
Tb11.v5.0450	Tb927_11_bin_v5.1	1819273	1821801	-	2529	61
Tb11.v5.0451	Tb927_11_bin_v5.1	1821833	1823650	-	1818	38
Tb11.v5.0452	Tb927_11_bin_v5.1	1823765	1824748	-	984	441
Tb11.v5.0453	Tb927_11_bin_v5.1	1825541	1826710	-	1170	677
Tb11.v5.0454	Tb927_11_bin_v5.1	1827087	1828109	-	1023	879
Tb11.v5.1062	Tb927_11_bin_v5.1	1833261	1834373	-	1113	2522
Tb11.v5.1063	Tb927_11_bin_v5.1	1834923	1836080	-	1158	1921
Tb11.v5.0456	Tb927_11_bin_v5.1	1845908	1849714	-	3807	80
Tb11.v5.0458	Tb927_11_bin_v5.1	1850875	1851504	-	630	171
Tb11.v5.0459	Tb927_11_bin_v5.1	1854568	1855290	+	723	0
Tb11.v5.0460	Tb927_11_bin_v5.1	1855640	1856032	+	393	0
Tb11.v5.0461	Tb927_11_bin_v5.1	1857951	1858781	+	831	0
Tb11.v5.0462	Tb927_11_bin_v5.1	1861718	1862587	+	870	0
Tb11.v5.0463	Tb927_11_bin_v5.1	1864146	1865603	-	1458	562
Tb11.v5.0464	Tb927_11_bin_v5.1	1869685	1871862	-	2178	1326
Tb11.57.0047b	Tb927_11_bin_v5.1	1877888	1879468	+	1581	0
Tb11.v5.0465	Tb927_11_bin_v5.1	1886084	1887850	+	1767	1038
Tb11.v5.0467	Tb927_11_bin_v5.1	1897022	1898059	-	1038	1635
Tb11.v5.0468	Tb927_11_bin_v5.1	1902781	1903530	+	750	12040
Tb11.v5.0469	Tb927_11_bin_v5.1	1903857	1905185	+	1329	19390
Tb11.v5.0470	Tb927_11_bin_v5.1	1908330	1910918	-	2589	1352
Tb11.v5.0471	Tb927_11_bin_v5.1	1911267	1913525	-	2259	231
Tb11.v5.0472	Tb927_11_bin_v5.1	1913721	1914998	-	1278	99
Tb11.v5.0474	Tb927_11_bin_v5.1	1924612	1926030	+	1419	1514
Tb11.v5.0476	Tb927_11_bin_v5.1	1929884	1930969	-	1086	8
Tb11.v5.0477	Tb927_11_bin_v5.1	1941114	1942727	+	1614	2045
Tb11.v5.0479	Tb927_11_bin_v5.1	1952167	1953642	-	1476	768
Tb11.v5.0480	Tb927_11_bin_v5.1	1954570	1955583	+	1014	1247
Tb11.v5.0481	Tb927_11_bin_v5.1	1956302	1957342	+	1041	1473
Tb11.v5.0482	Tb927_11_bin_v5.1	1958730	1960016	+	1287	1841
Tb11.v5.0484	Tb927_11_bin_v5.1	1963411	1966167	-	2757	180
Tb11.v5.0485	Tb927_11_bin_v5.1	1971137	1973839	-	2703	2230
Tb11.v5.0486	Tb927_11_bin_v5.1	1975146	1975844	+	699	379
Tb11.v5.0487	Tb927_11_bin_v5.1	1976413	1977450	+	1038	806
Tb11.v5.0488	Tb927_11_bin_v5.1	1977765	1978589	+	825	263
Tb11.v5.0489	Tb927_11_bin_v5.1	1982945	1984666	-	1722	5500
Tb11.v5.0490	Tb927_11_bin_v5.1	1987027	1987842	+	816	788
Tb11.v5.0491	Tb927_11_bin_v5.1	1989475	1991061	+	1587	425
Tb11.v5.0493	Tb927_11_bin_v5.1	2003408	2007439	+	4032	3860
Tb11.v5.0494	Tb927_11_bin_v5.1	2017058	2018896	-	1839	0
