# Program:featureCounts v1.6.4; Command:"featureCounts" "-p" "-B" "-C" "-M" "-O" "-T" "8" "-t" "CDS" "-g" "gene_id" "-a" "/tmp/230576.1.all.q/genomes/tb927_11/tb927_11.gtf" "-o" "/tmp/230576.1.all.q/P_tot_3/counts.txt" "/tmp/230576.1.all.q/P_tot_3/P_tot_3_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/tmp/230576.1.all.q/P_tot_3/P_tot_3_sorted.bam
Tb927.11.440	Tb927_11_v5.1	97940	98821	-	882	5071
Tb927.11.450	Tb927_11_v5.1	99923	102388	-	2466	1961
Tb927.11.460	Tb927_11_v5.1	103046	105892	-	2847	2367
Tb927.11.470	Tb927_11_v5.1	106295	108121	-	1827	1652
Tb927.11.480	Tb927_11_v5.1	108838	109986	-	1149	1753
Tb927.11.485	Tb927_11_v5.1	110746	110961	-	216	340
Tb927.11.490	Tb927_11_v5.1	111834	112307	-	474	329
Tb927.11.500	Tb927_11_v5.1	118957	119616	-	660	2601
Tb927.11.510	Tb927_11_v5.1	127191	127718	-	528	1008
Tb927.11.520	Tb927_11_v5.1	128882	130054	-	1173	1076
Tb927.11.530	Tb927_11_v5.1	133925	134527	-	603	79
Tb927.11.540	Tb927_11_v5.1;Tb927_11_v5.1	135446;135446	137443;137521	-;-	2076	2785
Tb927.11.550	Tb927_11_v5.1	140117	140959	-	843	4960
Tb927.11.560	Tb927_11_v5.1	141563	143122	-	1560	2204
Tb927.11.570	Tb927_11_v5.1	143470	144033	-	564	1155
Tb927.11.580	Tb927_11_v5.1	144551	145099	-	549	601
Tb927.11.590	Tb927_11_v5.1	145375	145977	-	603	1424
Tb927.11.600	Tb927_11_v5.1	146963	147241	-	279	3465
Tb927.11.610	Tb927_11_v5.1	148250	149245	-	996	1246
Tb927.11.620	Tb927_11_v5.1	149509	153399	-	3891	4497
Tb927.11.630	Tb927_11_v5.1	154047	158837	-	4791	6425
Tb927.11.640	Tb927_11_v5.1	159224	160126	-	903	1454
Tb927.11.650	Tb927_11_v5.1	160390	160809	-	420	840
Tb927.11.660	Tb927_11_v5.1	161017	162570	-	1554	2320
Tb927.11.665	Tb927_11_v5.1	163063	163350	-	288	1108
Tb927.11.670	Tb927_11_v5.1	163880	165397	-	1518	1407
Tb927.11.680	Tb927_11_v5.1	165711	166190	-	480	8075
Tb927.11.690	Tb927_11_v5.1	166593	168725	-	2133	1915
Tb927.11.700	Tb927_11_v5.1	168831	169898	-	1068	716
Tb927.11.710	Tb927_11_v5.1	171039	172244	-	1206	1882
Tb927.11.715	Tb927_11_v5.1	173337	173609	-	273	1683
Tb927.11.720	Tb927_11_v5.1	174147	174941	-	795	1805
Tb927.11.730	Tb927_11_v5.1	181242	181700	+	459	63
Tb927.11.740	Tb927_11_v5.1	184546	185046	+	501	27141
Tb927.11.750	Tb927_11_v5.1	185390	188344	+	2955	6581
Tb927.11.760	Tb927_11_v5.1	188698	189924	+	1227	7968
Tb927.11.770	Tb927_11_v5.1;Tb927_11_v5.1	192600;192837	193574;193574	+;+	975	2495
Tb927.11.780	Tb927_11_v5.1	194417	196261	+	1845	901
Tb927.11.790	Tb927_11_v5.1	201276	202949	+	1674	2079
Tb927.11.800	Tb927_11_v5.1	204093	204467	+	375	3441
Tb927.11.810	Tb927_11_v5.1	205093	207483	+	2391	1057
Tb927.11.820	Tb927_11_v5.1	207893	208357	+	465	244
Tb927.11.830	Tb927_11_v5.1	209190	211697	+	2508	4295
Tb927.11.840	Tb927_11_v5.1;Tb927_11_v5.1	214112;214238	216517;216517	+;+	2406	4093
Tb927.11.850	Tb927_11_v5.1	218099	218839	+	741	1799
Tb927.11.860	Tb927_11_v5.1	219292	222138	+	2847	3057
Tb927.11.870	Tb927_11_v5.1	222721	223461	+	741	1067
Tb927.11.880	Tb927_11_v5.1	224507	225040	+	534	11316
Tb927.11.890	Tb927_11_v5.1	226075	229743	+	3669	9319
Tb927.11.900	Tb927_11_v5.1	230567	231808	+	1242	4284
Tb927.11.910	Tb927_11_v5.1	233015	236677	+	3663	4059
Tb927.11.920	Tb927_11_v5.1	236993	238303	+	1311	1936
Tb927.11.930	Tb927_11_v5.1	238625	240847	+	2223	1382
Tb927.11.940	Tb927_11_v5.1	241915	243063	+	1149	1044
Tb927.11.950	Tb927_11_v5.1	243615	245030	+	1416	1197
Tb927.11.960	Tb927_11_v5.1	246825	248798	+	1974	2160
Tb927.11.970	Tb927_11_v5.1	248947	249582	+	636	740
Tb927.11.980	Tb927_11_v5.1	249745	254406	+	4662	8107
Tb927.11.990	Tb927_11_v5.1	255736	257700	+	1965	1776
Tb927.11.1000	Tb927_11_v5.1	258002	258427	+	426	903
Tb927.11.1010	Tb927_11_v5.1	258816	259931	+	1116	1643
Tb927.11.1020	Tb927_11_v5.1	260682	261683	+	1002	10325
Tb927.11.1030	Tb927_11_v5.1	263357	265291	+	1935	2283
Tb927.11.1040	Tb927_11_v5.1	267363	268925	+	1563	2506
Tb927.11.1050	Tb927_11_v5.1	269592	270587	+	996	1591
Tb927.11.1060	Tb927_11_v5.1	271119	272582	+	1464	1354
Tb927.11.1070	Tb927_11_v5.1	273676	275730	+	2055	3374
Tb927.11.1080	Tb927_11_v5.1	277174	278811	+	1638	2747
Tb927.11.1090	Tb927_11_v5.1	279194	296707	+	17514	981
Tb927.11.1100	Tb927_11_v5.1	296736	300026	+	3291	158
Tb927.11.1110	Tb927_11_v5.1	310409	314971	+	4563	1742
Tb927.11.1130	Tb927_11_v5.1	317520	333722	+	16203	1512
Tb927.11.1150	Tb927_11_v5.1	335897	336895	+	999	1768
Tb927.11.1160	Tb927_11_v5.1	338781	342104	+	3324	3234
Tb927.11.1170	Tb927_11_v5.1	342708	344864	+	2157	1137
Tb927.11.1180	Tb927_11_v5.1	346462	347439	+	978	183
Tb927.11.1190	Tb927_11_v5.1	348638	349987	+	1350	335
Tb927.11.1200	Tb927_11_v5.1	350523	352367	+	1845	2362
Tb927.11.1210	Tb927_11_v5.1	352827	354518	+	1692	3027
Tb927.11.1220	Tb927_11_v5.1	354907	357249	+	2343	1038
Tb927.11.1230	Tb927_11_v5.1	358626	359972	+	1347	175
Tb927.11.1240	Tb927_11_v5.1	362433	363680	+	1248	1215
Tb927.11.1250	Tb927_11_v5.1	363919	366543	+	2625	3540
Tb927.11.1260	Tb927_11_v5.1	367153	370038	+	2886	4483
Tb927.11.1270	Tb927_11_v5.1	371334	371843	+	510	3067
Tb927.11.1280	Tb927_11_v5.1	373641	374450	+	810	93
Tb927.11.1290	Tb927_11_v5.1	379002	380198	+	1197	1528
Tb927.11.1300	Tb927_11_v5.1	380693	381775	+	1083	1522
Tb927.11.1310	Tb927_11_v5.1	382631	383608	+	978	2004
Tb927.11.1320	Tb927_11_v5.1	384551	385159	+	609	1536
Tb927.11.1330	Tb927_11_v5.1	385812	386147	+	336	1187
Tb927.11.1340	Tb927_11_v5.1	387361	390831	+	3471	1689
Tb927.11.1350	Tb927_11_v5.1	392609	393532	+	924	565
Tb927.11.1360	Tb927_11_v5.1	394933	396639	+	1707	1572
Tb927.11.1370	Tb927_11_v5.1	397850	398137	+	288	2519
Tb927.11.1380	Tb927_11_v5.1	399081	408077	+	8997	4312
Tb927.11.1390	Tb927_11_v5.1	409900	411297	+	1398	1696
Tb927.11.1400	Tb927_11_v5.1	412195	414732	+	2538	3282
Tb927.11.1410	Tb927_11_v5.1	415389	416639	+	1251	2189
Tb927.11.1420	Tb927_11_v5.1	417336	419918	+	2583	1629
Tb927.11.1430	Tb927_11_v5.1	422497	424755	+	2259	4557
Tb927.11.1440	Tb927_11_v5.1	425719	426225	+	507	1307
Tb927.11.1450	Tb927_11_v5.1	426930	429956	+	3027	13042
Tb927.11.1460	Tb927_11_v5.1	431591	435934	+	4344	3802
Tb927.11.1470	Tb927_11_v5.1	436727	438040	+	1314	551
Tb927.11.1480	Tb927_11_v5.1	440128	443844	+	3717	4322
Tb927.11.1490	Tb927_11_v5.1	446937	447806	+	870	257
Tb927.11.1500	Tb927_11_v5.1;Tb927_11_v5.1	453791;456443	456421;458779	+;+	4968	112
Tb927.11.1510	Tb927_11_v5.1	464290	466908	+	2619	84
Tb927.11.1520	Tb927_11_v5.1	475167	476339	-	1173	601
Tb927.11.1530	Tb927_11_v5.1	476473	477636	-	1164	257
Tb927.11.1540	Tb927_11_v5.1	483186	484421	-	1236	2620
Tb927.11.1550	Tb927_11_v5.1	485198	486772	-	1575	1688
Tb927.11.1560	Tb927_11_v5.1	488038	489033	-	996	3291
Tb927.11.1570	Tb927_11_v5.1	490168	491586	-	1419	1616
Tb927.11.1580	Tb927_11_v5.1	492212	495625	-	3414	539
Tb927.11.1590	Tb927_11_v5.1	496187	496888	-	702	815
Tb927.11.1600	Tb927_11_v5.1	497235	498299	-	1065	1110
Tb927.11.1610	Tb927_11_v5.1	498871	501498	-	2628	2046
Tb927.11.1620	Tb927_11_v5.1	502065	502643	-	579	2152
Tb927.11.1630	Tb927_11_v5.1	503188	505683	-	2496	3298
Tb927.11.1640	Tb927_11_v5.1	506342	507481	-	1140	1913
Tb927.11.1650	Tb927_11_v5.1	508260	508667	-	408	1133
Tb927.11.1660	Tb927_11_v5.1	509355	511343	-	1989	3409
Tb927.11.1670	Tb927_11_v5.1	512470	513783	-	1314	1499
Tb927.11.1680	Tb927_11_v5.1	514347	517013	-	2667	3517
Tb927.11.1690	Tb927_11_v5.1;Tb927_11_v5.1	517376;517376	517699;517927	-;-	552	2787
Tb927.11.1700	Tb927_11_v5.1	518497	520209	-	1713	4007
Tb927.11.1710	Tb927_11_v5.1	520974	521594	-	621	5122
Tb927.11.1720	Tb927_11_v5.1	522584	523228	-	645	1514
Tb927.11.1730	Tb927_11_v5.1	524597	525469	-	873	1428
Tb927.11.1740	Tb927_11_v5.1	526696	529098	-	2403	3779
Tb927.11.1750	Tb927_11_v5.1	529782	530765	-	984	1553
Tb927.11.1760	Tb927_11_v5.1	532067	533419	-	1353	1206
Tb927.11.1770	Tb927_11_v5.1	534232	534912	-	681	2000
Tb927.11.1780	Tb927_11_v5.1	536052	537056	-	1005	832
Tb927.11.1790	Tb927_11_v5.1	537351	537581	-	231	1455
Tb927.11.1800	Tb927_11_v5.1	538008	538250	-	243	1186
Tb927.11.1810	Tb927_11_v5.1	539408	540364	-	957	571
Tb927.11.1820	Tb927_11_v5.1	540935	542821	-	1887	1380
Tb927.11.1830	Tb927_11_v5.1	544388	546100	-	1713	1248
Tb927.11.1840	Tb927_11_v5.1	548222	549421	-	1200	2399
Tb927.11.1850	Tb927_11_v5.1	550045	551532	-	1488	945
Tb927.11.1860	Tb927_11_v5.1	552959	553189	-	231	1129
Tb927.11.1870	Tb927_11_v5.1	553615	553830	-	216	1029
Tb927.11.1880	Tb927_11_v5.1	554256	554486	-	231	1219
Tb927.11.1890	Tb927_11_v5.1	554728	555708	-	981	3291
Tb927.11.1900	Tb927_11_v5.1	556305	557894	-	1590	9165
Tb927.11.1910	Tb927_11_v5.1	558432	559400	-	969	2034
Tb927.11.1920	Tb927_11_v5.1	561540	562256	-	717	95
Tb927.11.1930	Tb927_11_v5.1	567363	569027	+	1665	1637
Tb927.11.1940	Tb927_11_v5.1	569285	570679	+	1395	960
Tb927.11.1950	Tb927_11_v5.1	570970	571638	+	669	670
Tb927.11.1960	Tb927_11_v5.1	571784	572962	+	1179	1754
Tb927.11.1970	Tb927_11_v5.1	573210	574034	+	825	1239
Tb927.11.1980	Tb927_11_v5.1	574332	575885	+	1554	8916
Tb927.11.1990	Tb927_11_v5.1	578450	580528	+	2079	5341
Tb927.11.2000	Tb927_11_v5.1	581170	582822	+	1653	2053
Tb927.11.2010	Tb927_11_v5.1	583076	584383	+	1308	2154
Tb927.11.2020	Tb927_11_v5.1	584826	585602	+	777	1539
Tb927.11.2030	Tb927_11_v5.1	586255	587961	+	1707	2729
Tb927.11.2040	Tb927_11_v5.1	588391	590646	+	2256	1251
Tb927.11.2050	Tb927_11_v5.1	591438	592412	+	975	29949
Tb927.11.2060	Tb927_11_v5.1	592670	593644	+	975	32153
Tb927.11.2070	Tb927_11_v5.1	594007	594411	+	405	923
Tb927.11.2080	Tb927_11_v5.1	594924	595913	+	990	1929
Tb927.11.2090	Tb927_11_v5.1	596383	597678	+	1296	2414
Tb927.11.2100	Tb927_11_v5.1	598832	600736	+	1905	2805
Tb927.11.2110	Tb927_11_v5.1	601276	601920	+	645	1216
Tb927.11.2120	Tb927_11_v5.1	602786	605152	+	2367	3019
Tb927.11.2130	Tb927_11_v5.1	605809	606813	+	1005	1876
Tb927.11.2140	Tb927_11_v5.1	607583	610924	+	3342	3224
Tb927.11.2150	Tb927_11_v5.1	612152	613639	+	1488	964
Tb927.11.2160	Tb927_11_v5.1	614626	615090	+	465	1355
Tb927.11.2170	Tb927_11_v5.1	615980	617248	+	1269	1422
Tb927.11.2180	Tb927_11_v5.1	617673	619601	+	1929	3097
Tb927.11.2190	Tb927_11_v5.1	620154	620453	+	300	775
Tb927.11.2200	Tb927_11_v5.1	621668	622066	+	399	984
Tb927.11.2210	Tb927_11_v5.1	623053	627627	+	4575	3006
Tb927.11.2220	Tb927_11_v5.1	629333	630670	+	1338	1450
Tb927.11.2230	Tb927_11_v5.1	630926	633139	+	2214	2633
Tb927.11.2235	Tb927_11_v5.1	634235	634405	+	171	1109
Tb927.11.2240	Tb927_11_v5.1	635939	636409	+	471	1055
Tb927.11.2245	Tb927_11_v5.1	637063	637251	+	189	2460
Tb927.11.2250	Tb927_11_v5.1	637932	638657	+	726	2260
Tb927.11.2260	Tb927_11_v5.1	640550	641251	+	702	1254
Tb927.11.2270	Tb927_11_v5.1	644653	647082	+	2430	3059
Tb927.11.2280	Tb927_11_v5.1	648084	650672	+	2589	3372
Tb927.11.2290	Tb927_11_v5.1	651516	655826	+	4311	3974
Tb927.11.2300	Tb927_11_v5.1	656382	657740	+	1359	3289
Tb927.11.2310	Tb927_11_v5.1;Tb927_11_v5.1	659724;659802	662867;662867	+;+	3144	711
Tb927.11.2320	Tb927_11_v5.1	663645	667298	+	3654	3619
Tb927.11.2330	Tb927_11_v5.1	667910	669427	+	1518	2532
Tb927.11.2340	Tb927_11_v5.1	669889	671475	+	1587	966
Tb927.11.2350	Tb927_11_v5.1	675655	676362	+	708	762
Tb927.11.2360	Tb927_11_v5.1	676961	678835	+	1875	3144
Tb927.11.2370	Tb927_11_v5.1	680697	682424	+	1728	3310
Tb927.11.2380	Tb927_11_v5.1	684322	687063	+	2742	3947
Tb927.11.2390	Tb927_11_v5.1	687498	687983	+	486	1349
Tb927.11.2400	Tb927_11_v5.1	688369	689025	+	657	50
Tb927.11.2410	Tb927_11_v5.1	701086	701754	-	669	12558
Tb927.11.2420	Tb927_11_v5.1	702032	703972	-	1941	3230
Tb927.11.2430	Tb927_11_v5.1	704939	717862	-	12924	9430
Tb927.11.2440	Tb927_11_v5.1	719993	721615	-	1623	1228
Tb927.11.2460	Tb927_11_v5.1	722904	723833	-	930	231
Tb927.11.2465	Tb927_11_v5.1	724510	724791	-	282	692
Tb927.11.2470	Tb927_11_v5.1	725901	727598	-	1698	3242
Tb927.11.2480	Tb927_11_v5.1	728874	729437	-	564	497
Tb927.11.2490	Tb927_11_v5.1	730054	734772	-	4719	2871
Tb927.11.2500	Tb927_11_v5.1	736264	737775	-	1512	2961
Tb927.11.2510	Tb927_11_v5.1	738415	742293	-	3879	5098
Tb927.11.2520	Tb927_11_v5.1	742969	744606	-	1638	2763
Tb927.11.2530	Tb927_11_v5.1	745251	747494	-	2244	3546
Tb927.11.2540	Tb927_11_v5.1	748768	749661	-	894	1360
Tb927.11.2550	Tb927_11_v5.1	750008	751531	-	1524	1693
Tb927.11.2560	Tb927_11_v5.1	751886	753115	-	1230	1220
Tb927.11.2570	Tb927_11_v5.1	754151	755872	-	1722	2155
Tb927.11.2580	Tb927_11_v5.1	756639	757796	-	1158	3311
Tb927.11.2590	Tb927_11_v5.1	758821	762066	-	3246	2591
Tb927.11.2600	Tb927_11_v5.1	762762	765542	-	2781	4419
Tb927.11.2610	Tb927_11_v5.1	766672	768057	-	1386	16879
Tb927.11.2620	Tb927_11_v5.1	769786	771651	-	1866	1736
Tb927.11.2630	Tb927_11_v5.1	772393	774366	-	1974	2338
Tb927.11.2640	Tb927_11_v5.1	774960	776420	-	1461	1478
Tb927.11.2650	Tb927_11_v5.1	777488	779749	-	2262	13561
Tb927.11.2660	Tb927_11_v5.1	780491	781990	-	1500	2543
Tb927.11.2670	Tb927_11_v5.1	783432	785069	-	1638	2307
Tb927.11.2680	Tb927_11_v5.1	785744	787840	-	2097	2082
Tb927.11.2690	Tb927_11_v5.1	791064	792545	-	1482	3660
Tb927.11.2700	Tb927_11_v5.1	793762	795651	-	1890	1077
Tb927.11.2710	Tb927_11_v5.1	797011	799068	-	2058	692
Tb927.11.2720	Tb927_11_v5.1	799567	800853	-	1287	1420
Tb927.11.2730	Tb927_11_v5.1	802407	803594	-	1188	1225
Tb927.11.2740	Tb927_11_v5.1	804168	806684	-	2517	3094
Tb927.11.2750	Tb927_11_v5.1	807320	808741	-	1422	3023
Tb927.11.2760	Tb927_11_v5.1	809061	810131	-	1071	2218
Tb927.11.2770	Tb927_11_v5.1	810672	811484	-	813	1266
Tb927.11.2780	Tb927_11_v5.1;Tb927_11_v5.1	812154;812154	813281;814139	-;-	1986	2596
Tb927.11.2790	Tb927_11_v5.1	814859	816988	-	2130	2738
Tb927.11.2800	Tb927_11_v5.1	817523	818338	-	816	1156
Tb927.11.2810	Tb927_11_v5.1;Tb927_11_v5.1	819249;819249	819869;820049	-;-	801	1784
Tb927.11.2820	Tb927_11_v5.1	823967	826591	-	2625	130
Tb927.11.2825	Tb927_11_v5.1	828152	828469	-	318	454
Tb927.11.2830	Tb927_11_v5.1	829425	832535	-	3111	2787
Tb927.11.2840	Tb927_11_v5.1	833552	834136	-	585	1171
Tb927.11.2850	Tb927_11_v5.1	835193	835612	-	420	49
Tb927.11.2860	Tb927_11_v5.1	840110	842419	-	2310	131
Tb927.11.2870	Tb927_11_v5.1	842579	843061	-	483	274
Tb927.11.2880	Tb927_11_v5.1	844125	846713	-	2589	2407
Tb927.11.2890	Tb927_11_v5.1	848446	850377	-	1932	2011
Tb927.11.2900	Tb927_11_v5.1	850789	851373	-	585	1056
Tb927.11.2910	Tb927_11_v5.1	852459	853610	-	1152	1266
Tb927.11.2920	Tb927_11_v5.1	853997	854872	-	876	1350
Tb927.11.2930	Tb927_11_v5.1	856328	856693	-	366	4020
Tb927.11.2940	Tb927_11_v5.1	857051	858178	-	1128	1444
Tb927.11.2950	Tb927_11_v5.1	858822	861212	-	2391	3197
Tb927.11.2960	Tb927_11_v5.1	861615	861941	-	327	875
Tb927.11.2970	Tb927_11_v5.1	862443	864419	-	1977	1536
Tb927.11.2980	Tb927_11_v5.1	864915	865559	-	645	892
Tb927.11.2990	Tb927_11_v5.1	865857	867101	-	1245	1396
Tb927.11.3000	Tb927_11_v5.1	867662	867916	-	255	9959
Tb927.11.3010	Tb927_11_v5.1	868164	869879	-	1716	2507
Tb927.11.3020	Tb927_11_v5.1	870396	872396	-	2001	2475
Tb927.11.3030	Tb927_11_v5.1	874127	875197	-	1071	3279
Tb927.11.3040	Tb927_11_v5.1	876270	876500	-	231	558
Tb927.11.3050	Tb927_11_v5.1	877190	878260	-	1071	1100
Tb927.11.3060	Tb927_11_v5.1	878850	879392	-	543	2531
Tb927.11.3070	Tb927_11_v5.1	879986	881716	-	1731	4476
Tb927.11.3080	Tb927_11_v5.1	882661	883275	-	615	2101
Tb927.11.3090	Tb927_11_v5.1	883709	884164	-	456	968
Tb927.11.3100	Tb927_11_v5.1	884955	886043	-	1089	2647
Tb927.11.3110	Tb927_11_v5.1	886460	887293	-	834	1166
Tb927.11.3120	Tb927_11_v5.1	888100	890067	-	1968	5040
Tb927.11.3130	Tb927_11_v5.1	891536	893461	-	1926	4362
Tb927.11.3140	Tb927_11_v5.1	895181	896548	-	1368	1904
Tb927.11.3150	Tb927_11_v5.1	896832	897962	-	1131	2175
Tb927.11.3160	Tb927_11_v5.1	898207	899379	-	1173	1652
Tb927.11.3170	Tb927_11_v5.1	900324	900941	-	618	1073
Tb927.11.3180	Tb927_11_v5.1	901311	901889	-	579	815
Tb927.11.3190	Tb927_11_v5.1;Tb927_11_v5.1	902324;902324	907195;907276	-;-	4953	6469
Tb927.11.3200	Tb927_11_v5.1	908201	909106	-	906	1903
Tb927.11.3210	Tb927_11_v5.1	909899	910447	+	549	526
Tb927.11.3220	Tb927_11_v5.1	914998	916116	-	1119	1031
Tb927.11.3230	Tb927_11_v5.1	924702	925022	+	321	16400
Tb927.11.3240	Tb927_11_v5.1	925327	926961	+	1635	9900
Tb927.11.3250	Tb927_11_v5.1	927364	941340	+	13977	17158
Tb927.11.3260	Tb927_11_v5.1	942792	947681	+	4890	4014
Tb927.11.3270	Tb927_11_v5.1	948411	950150	+	1740	4163
Tb927.11.3280	Tb927_11_v5.1	951904	954063	+	2160	2928
Tb927.11.3290	Tb927_11_v5.1	956251	960756	+	4506	3370
Tb927.11.3300	Tb927_11_v5.1	962243	965041	+	2799	2238
Tb927.11.3310	Tb927_11_v5.1	969346	969762	+	417	2580
Tb927.11.3320	Tb927_11_v5.1;Tb927_11_v5.1	972187;972343	973410;973410	+;+	1224	1295
Tb927.11.3330	Tb927_11_v5.1	973711	976881	+	3171	3457
Tb927.11.3340	Tb927_11_v5.1	977380	978132	+	753	1249
Tb927.11.3350	Tb927_11_v5.1	979783	983169	+	3387	513
Tb927.11.3360	Tb927_11_v5.1	986248	988977	+	2730	3505
Tb927.11.3370	Tb927_11_v5.1	989572	990135	+	564	524
Tb927.11.3380	Tb927_11_v5.1	991911	992384	+	474	2325
Tb927.11.3390	Tb927_11_v5.1	993342	1006724	+	13383	11577
Tb927.11.3400	Tb927_11_v5.1	1007185	1008123	+	939	874
Tb927.11.3410	Tb927_11_v5.1	1009452	1012622	+	3171	3524
Tb927.11.3420	Tb927_11_v5.1	1012954	1014606	+	1653	1217
Tb927.11.3430	Tb927_11_v5.1	1015152	1015769	+	618	1218
Tb927.11.3440	Tb927_11_v5.1	1016595	1018187	+	1593	957
Tb927.11.3450	Tb927_11_v5.1	1021886	1023955	+	2070	2667
Tb927.11.3460	Tb927_11_v5.1	1024638	1025534	+	897	1174
Tb927.11.3470	Tb927_11_v5.1	1026379	1028202	+	1824	1432
Tb927.11.3480	Tb927_11_v5.1	1029126	1031261	+	2136	3098
Tb927.11.3490	Tb927_11_v5.1	1032022	1034418	+	2397	3833
Tb927.11.3500	Tb927_11_v5.1	1035340	1038393	+	3054	3579
Tb927.11.3510	Tb927_11_v5.1	1039134	1041686	+	2553	2936
Tb927.11.3520	Tb927_11_v5.1	1042687	1043412	+	726	873
Tb927.11.3530	Tb927_11_v5.1;Tb927_11_v5.1	1044267;1044402	1044944;1044944	+;+	678	1336
Tb927.11.3540	Tb927_11_v5.1	1045651	1046646	+	996	853
Tb927.11.3550	Tb927_11_v5.1	1046904	1047776	+	873	1163
Tb927.11.3560	Tb927_11_v5.1	1052149	1052808	+	660	14
Tb927.11.3570	Tb927_11_v5.1	1057399	1060014	+	2616	10743
Tb927.11.3580	Tb927_11_v5.1	1060586	1061893	+	1308	2716
Tb927.11.3590	Tb927_11_v5.1	1062324	1063145	+	822	28314
Tb927.11.3600	Tb927_11_v5.1	1063394	1064215	+	822	13240
Tb927.11.3610	Tb927_11_v5.1	1064508	1065815	+	1308	2800
Tb927.11.3620	Tb927_11_v5.1	1067477	1068784	+	1308	2874
Tb927.11.3630	Tb927_11_v5.1	1070445	1071767	+	1323	329
Tb927.11.3640	Tb927_11_v5.1	1072715	1073272	+	558	1139
Tb927.11.3650	Tb927_11_v5.1	1075346	1077154	+	1809	1588
Tb927.11.3660	Tb927_11_v5.1	1080719	1081069	+	351	408
Tb927.11.3670	Tb927_11_v5.1	1082229	1083602	+	1374	2047
Tb927.11.3680	Tb927_11_v5.1	1084194	1084664	+	471	807
Tb927.11.3690	Tb927_11_v5.1	1085306	1086433	+	1128	1360
Tb927.11.3700	Tb927_11_v5.1;Tb927_11_v5.1	1087070;1087070	1088719;1088719	+;+	1650	2702
Tb927.11.3705	Tb927_11_v5.1	1089609	1089824	+	216	1348
Tb927.11.3710	Tb927_11_v5.1	1090522	1092069	+	1548	2611
Tb927.11.3720	Tb927_11_v5.1	1093476	1094858	+	1383	181
Tb927.11.3730	Tb927_11_v5.1	1098860	1102084	+	3225	7408
Tb927.11.3740	Tb927_11_v5.1	1103069	1104382	+	1314	2967
Tb927.11.3750	Tb927_11_v5.1	1105157	1106077	+	921	1735
Tb927.11.3760	Tb927_11_v5.1	1107164	1107886	+	723	327
Tb927.11.3770	Tb927_11_v5.1	1110371	1111159	+	789	1447
Tb927.11.3780	Tb927_11_v5.1	1112480	1116943	+	4464	5018
Tb927.11.3790	Tb927_11_v5.1	1117286	1118164	+	879	1630
Tb927.11.3810	Tb927_11_v5.1	1118619	1119323	+	705	624
Tb927.11.3820	Tb927_11_v5.1	1120064	1120792	+	729	607
Tb927.11.3830	Tb927_11_v5.1	1121379	1122443	+	1065	1810
Tb927.11.3840	Tb927_11_v5.1	1123381	1124769	+	1389	2072
Tb927.11.3850	Tb927_11_v5.1	1125684	1130360	+	4677	3999
Tb927.11.3860	Tb927_11_v5.1	1132000	1133355	+	1356	1688
Tb927.11.3870	Tb927_11_v5.1	1134998	1136701	+	1704	2484
Tb927.11.3880	Tb927_11_v5.1	1137767	1139068	+	1302	1517
Tb927.11.3890	Tb927_11_v5.1	1139657	1141831	+	2175	1788
Tb927.11.3900	Tb927_11_v5.1	1142170	1142997	+	828	1936
Tb927.11.3910	Tb927_11_v5.1	1143563	1146889	+	3327	3644
Tb927.11.3920	Tb927_11_v5.1	1148541	1150595	+	2055	1580
Tb927.11.3930	Tb927_11_v5.1	1152616	1153803	+	1188	1770
Tb927.11.3940	Tb927_11_v5.1	1154299	1155264	+	966	1649
Tb927.11.3950	Tb927_11_v5.1	1155813	1156730	+	918	1114
Tb927.11.3960	Tb927_11_v5.1	1157097	1159286	+	2190	2541
Tb927.11.3970	Tb927_11_v5.1	1159933	1162122	+	2190	3263
Tb927.11.3980	Tb927_11_v5.1	1164678	1166234	+	1557	8706
Tb927.11.3990	Tb927_11_v5.1	1167200	1168141	+	942	1160
Tb927.11.4000	Tb927_11_v5.1	1169008	1170753	+	1746	2010
Tb927.11.4010	Tb927_11_v5.1	1172631	1176065	+	3435	2172
Tb927.11.4020	Tb927_11_v5.1	1176843	1177334	+	492	801
Tb927.11.4030	Tb927_11_v5.1	1178385	1183406	+	5022	4639
Tb927.11.4040	Tb927_11_v5.1	1185690	1186520	+	831	1212
Tb927.11.4050	Tb927_11_v5.1	1187813	1189459	+	1647	1018
Tb927.11.4060	Tb927_11_v5.1	1193685	1194722	+	1038	7
Tb927.11.4070	Tb927_11_v5.1	1195556	1196230	+	675	5
Tb927.11.4080	Tb927_11_v5.1	1197248	1198333	+	1086	7
Tb927.11.4090	Tb927_11_v5.1	1199461	1200135	+	675	0
Tb927.11.4100	Tb927_11_v5.1	1201153	1202223	+	1071	30
Tb927.11.4120	Tb927_11_v5.1	1204482	1205714	+	1233	26
Tb927.11.4130	Tb927_11_v5.1	1207492	1209354	-	1863	3402
Tb927.11.4140	Tb927_11_v5.1	1209698	1210339	-	642	1139
Tb927.11.4150	Tb927_11_v5.1	1210738	1212663	-	1926	2212
Tb927.11.4160	Tb927_11_v5.1	1213316	1217023	-	3708	4321
Tb927.11.4170	Tb927_11_v5.1	1217814	1219343	-	1530	565
Tb927.11.4180	Tb927_11_v5.1	1222550	1224073	-	1524	1487
