# Program:featureCounts v1.6.4; Command:"featureCounts" "-p" "-B" "-C" "-M" "-O" "-T" "8" "-t" "CDS" "-g" "gene_id" "-a" "/tmp/230569.1.all.q/genomes/tb927_11/tb927_11.gtf" "-o" "/tmp/230569.1.all.q/P_pol_1/counts.txt" "/tmp/230569.1.all.q/P_pol_1/P_pol_1_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/tmp/230569.1.all.q/P_pol_1/P_pol_1_sorted.bam
Tb927.10.13335	Tb927_10_v5.1	3257252	3257539	-	288	507
Tb927.10.13350	Tb927_10_v5.1	3258341	3261694	-	3354	2338
Tb927.10.13360	Tb927_10_v5.1	3263192	3264604	-	1413	2278
Tb927.10.13370	Tb927_10_v5.1	3265157	3265756	-	600	1426
Tb927.10.13380	Tb927_10_v5.1	3266032	3268173	-	2142	1055
Tb927.10.13390	Tb927_10_v5.1	3269884	3271938	-	2055	702
Tb927.10.13400	Tb927_10_v5.1	3273010	3274002	-	993	119
Tb927.10.13410	Tb927_10_v5.1	3275687	3276073	-	387	449
Tb927.10.13420	Tb927_10_v5.1	3276360	3276833	-	474	644
Tb927.10.13430	Tb927_10_v5.1	3277670	3279124	-	1455	1357
Tb927.10.13440	Tb927_10_v5.1	3279970	3281538	-	1569	1451
Tb927.10.13450	Tb927_10_v5.1	3284565	3286367	-	1803	2450
Tb927.10.13470	Tb927_10_v5.1	3288206	3290854	-	2649	2381
Tb927.10.13480	Tb927_10_v5.1	3291808	3292635	-	828	745
Tb927.10.13490	Tb927_10_v5.1	3293978	3294799	-	822	1398
Tb927.10.13500	Tb927_10_v5.1	3295669	3296313	-	645	22997
Tb927.10.13510	Tb927_10_v5.1	3296931	3298640	-	1710	2140
Tb927.10.13513	Tb927_10_v5.1	3298988	3299341	-	354	1038
Tb927.10.13517	Tb927_10_v5.1	3299691	3299951	-	261	11277
Tb927.10.13520	Tb927_10_v5.1	3300946	3302553	-	1608	2495
Tb927.10.13530	Tb927_10_v5.1	3302977	3303321	+	345	849
Tb927.10.13540	Tb927_10_v5.1	3304584	3305687	-	1104	643
Tb927.10.13550	Tb927_10_v5.1	3307745	3310885	-	3141	3435
Tb927.10.13560	Tb927_10_v5.1	3316400	3317548	-	1149	3491
Tb927.10.13570	Tb927_10_v5.1	3317751	3318776	-	1026	790
Tb927.10.13580	Tb927_10_v5.1	3319129	3320583	-	1455	839
Tb927.10.13590	Tb927_10_v5.1	3320987	3323818	-	2832	2494
Tb927.10.13600	Tb927_10_v5.1	3324242	3324718	-	477	983
Tb927.10.13610	Tb927_10_v5.1	3325400	3327598	-	2199	768
Tb927.10.13620	Tb927_10_v5.1	3328267	3329724	-	1458	1780
Tb927.10.13630	Tb927_10_v5.1	3330420	3332843	-	2424	2308
Tb927.10.13640	Tb927_10_v5.1	3333289	3334659	-	1371	1050
Tb927.10.13650	Tb927_10_v5.1	3335048	3335431	-	384	932
Tb927.10.13660	Tb927_10_v5.1	3336398	3338617	-	2220	1720
Tb927.10.13670	Tb927_10_v5.1	3340081	3341499	-	1419	4535
Tb927.10.13680	Tb927_10_v5.1	3342317	3344407	-	2091	693
Tb927.10.13690	Tb927_10_v5.1	3346124	3348178	-	2055	506
Tb927.10.13700	Tb927_10_v5.1	3349253	3349471	-	219	38
Tb927.10.13710	Tb927_10_v5.1	3350011	3351006	-	996	5584
Tb927.10.13720	Tb927_10_v5.1	3351806	3352939	-	1134	7195
Tb927.10.13730	Tb927_10_v5.1	3354027	3354923	-	897	2412
Tb927.10.13740	Tb927_10_v5.1	3356065	3357849	-	1785	1078
Tb927.10.13750	Tb927_10_v5.1	3358402	3359289	-	888	831
Tb927.10.13760	Tb927_10_v5.1	3359570	3360223	-	654	766
Tb927.10.13770	Tb927_10_v5.1	3360706	3361047	-	342	753
Tb927.10.13780	Tb927_10_v5.1	3364646	3365704	-	1059	1168
Tb927.10.13790	Tb927_10_v5.1	3367889	3369931	-	2043	1061
Tb927.10.13800	Tb927_10_v5.1	3372730	3374025	-	1296	3507
Tb927.10.13810	Tb927_10_v5.1	3374384	3374725	-	342	976
Tb927.10.13820	Tb927_10_v5.1	3375008	3375793	-	786	1536
Tb927.10.13830	Tb927_10_v5.1	3377023	3377745	-	723	3469
Tb927.10.13840	Tb927_10_v5.1	3379246	3380274	-	1029	614
Tb927.10.13850	Tb927_10_v5.1	3380834	3381976	-	1143	1639
Tb927.10.13860	Tb927_10_v5.1	3382594	3383553	-	960	965
Tb927.10.13870	Tb927_10_v5.1	3384214	3385518	-	1305	3287
Tb927.10.13880	Tb927_10_v5.1	3386114	3389374	-	3261	3704
Tb927.10.13890	Tb927_10_v5.1	3390132	3391955	-	1824	908
Tb927.10.13900	Tb927_10_v5.1	3392667	3393746	-	1080	564
Tb927.10.13910	Tb927_10_v5.1	3394568	3395170	-	603	2459
Tb927.10.13920	Tb927_10_v5.1	3395477	3395848	-	372	1697
Tb927.10.13930	Tb927_10_v5.1	3397154	3398152	-	999	429
Tb927.10.13950	Tb927_10_v5.1	3400291	3400989	-	699	1589
Tb927.10.13960	Tb927_10_v5.1	3401459	3403228	-	1770	2509
Tb927.10.13970	Tb927_10_v5.1	3403540	3404433	-	894	898
Tb927.10.13980	Tb927_10_v5.1	3404938	3405564	-	627	1315
Tb927.10.13990	Tb927_10_v5.1	3405901	3406986	-	1086	1523
Tb927.10.14000	Tb927_10_v5.1	3409635	3412328	-	2694	2674
Tb927.10.14010	Tb927_10_v5.1	3414309	3415700	-	1392	3740
Tb927.10.14020	Tb927_10_v5.1	3416049	3417338	-	1290	1391
Tb927.10.14030	Tb927_10_v5.1	3417589	3418938	-	1350	1242
Tb927.10.14040	Tb927_10_v5.1	3419254	3420396	-	1143	3371
Tb927.10.14050	Tb927_10_v5.1	3420704	3421096	-	393	27
Tb927.10.14060	Tb927_10_v5.1	3422592	3422816	-	225	6
Tb927.10.14070	Tb927_10_v5.1	3425494	3426642	-	1149	2002
Tb927.10.14080	Tb927_10_v5.1	3426845	3427870	-	1026	753
Tb927.10.14090	Tb927_10_v5.1	3428280	3429860	-	1581	1222
Tb927.10.14100	Tb927_10_v5.1	3430138	3430557	-	420	115
Tb927.10.14110	Tb927_10_v5.1	3431651	3432010	-	360	943
Tb927.10.14120	Tb927_10_v5.1	3432241	3432681	-	441	2537
Tb927.10.14130	Tb927_10_v5.1	3432891	3433349	-	459	2529
Tb927.10.14140	Tb927_10_v5.1	3434635	3436134	-	1500	6488
Tb927.10.14150	Tb927_10_v5.1	3437405	3438844	-	1440	2531
Tb927.10.14160	Tb927_10_v5.1	3440953	3441867	-	915	351
Tb927.10.14170	Tb927_10_v5.1	3442725	3443663	-	939	1710
Tb927.10.14180	Tb927_10_v5.1	3444294	3445418	-	1125	3313
Tb927.10.14190	Tb927_10_v5.1	3445968	3447350	-	1383	2224
Tb927.10.14200	Tb927_10_v5.1	3448097	3449080	-	984	1186
Tb927.10.14210	Tb927_10_v5.1	3449404	3449883	-	480	1618
Tb927.10.14220	Tb927_10_v5.1	3450150	3451175	-	1026	1570
Tb927.10.14230	Tb927_10_v5.1	3452178	3456293	-	4116	1811
Tb927.10.14240	Tb927_10_v5.1	3457704	3459044	-	1341	2586
Tb927.10.14250	Tb927_10_v5.1	3459589	3460458	-	870	1800
Tb927.10.14260	Tb927_10_v5.1	3461185	3461718	-	534	999
Tb927.10.14270	Tb927_10_v5.1	3467873	3469906	-	2034	50
Tb927.10.14280	Tb927_10_v5.1	3470661	3471572	-	912	1534
Tb927.10.14290	Tb927_10_v5.1	3472816	3473160	-	345	555
Tb927.10.14300	Tb927_10_v5.1	3473435	3476686	-	3252	2666
Tb927.10.14310	Tb927_10_v5.1	3477309	3478322	-	1014	3385
Tb927.10.14320	Tb927_10_v5.1	3479607	3483008	-	3402	2706
Tb927.10.14330	Tb927_10_v5.1	3484116	3487238	-	3123	4831
Tb927.10.14340	Tb927_10_v5.1	3487971	3491492	-	3522	3092
Tb927.10.14350	Tb927_10_v5.1	3491937	3492230	-	294	1176
Tb927.10.14360	Tb927_10_v5.1	3492807	3493784	-	978	2015
Tb927.10.14370	Tb927_10_v5.1	3494330	3494692	-	363	919
Tb927.10.14380	Tb927_10_v5.1	3495227	3497812	-	2586	3837
Tb927.10.14390	Tb927_10_v5.1	3499574	3501241	-	1668	3084
Tb927.10.14400	Tb927_10_v5.1	3502401	3505742	-	3342	2432
Tb927.10.14410	Tb927_10_v5.1	3506347	3510222	-	3876	2746
Tb927.10.14420	Tb927_10_v5.1	3512066	3516586	-	4521	1764
Tb927.10.14430	Tb927_10_v5.1	3519581	3522343	-	2763	2072
Tb927.10.14440	Tb927_10_v5.1	3523232	3524092	-	861	697
Tb927.10.14450	Tb927_10_v5.1	3524995	3526182	-	1188	132
Tb927.10.14460	Tb927_10_v5.1	3526771	3529809	-	3039	2359
Tb927.10.14470	Tb927_10_v5.1	3530795	3535885	-	5091	4039
Tb927.10.14480	Tb927_10_v5.1	3538130	3540727	-	2598	1041
Tb927.10.14490	Tb927_10_v5.1	3542653	3543915	-	1263	1968
Tb927.10.14500	Tb927_10_v5.1	3545522	3546535	-	1014	2665
Tb927.10.14510	Tb927_10_v5.1	3547265	3549829	-	2565	3227
Tb927.10.14520	Tb927_10_v5.1	3550740	3552140	-	1401	1476
Tb927.10.14530	Tb927_10_v5.1	3552891	3554036	-	1146	5174
Tb927.10.14540	Tb927_10_v5.1	3564030	3564572	-	543	135
Tb927.10.14550	Tb927_10_v5.1	3565010	3566866	-	1857	257
Tb927.10.14560	Tb927_10_v5.1	3568311	3570320	-	2010	1550
Tb927.10.14570	Tb927_10_v5.1	3570686	3572842	-	2157	2708
Tb927.10.14580	Tb927_10_v5.1	3573174	3573674	-	501	34412
Tb927.10.14590	Tb927_10_v5.1	3574012	3574947	-	936	897
Tb927.10.14600	Tb927_10_v5.1	3575185	3575985	-	801	40322
Tb927.10.14610	Tb927_10_v5.1	3576468	3579779	-	3312	4144
Tb927.10.14620	Tb927_10_v5.1	3580775	3581932	-	1158	803
Tb927.10.14630	Tb927_10_v5.1	3582443	3583129	-	687	1991
Tb927.10.14640	Tb927_10_v5.1	3583560	3584222	-	663	933
Tb927.10.14650	Tb927_10_v5.1	3584612	3584986	-	375	1201
Tb927.10.14660	Tb927_10_v5.1	3585270	3586445	-	1176	1291
Tb927.10.14670	Tb927_10_v5.1	3586547	3587080	-	534	566
Tb927.10.14680	Tb927_10_v5.1	3588011	3588934	-	924	2081
Tb927.10.14690	Tb927_10_v5.1	3589288	3590259	-	972	1257
Tb927.10.14700	Tb927_10_v5.1	3590736	3591764	-	1029	5199
Tb927.10.14710	Tb927_10_v5.1	3592027	3592827	-	801	40580
Tb927.10.14720	Tb927_10_v5.1	3593175	3594350	-	1176	2358
Tb927.10.14730	Tb927_10_v5.1	3594939	3596270	-	1332	2095
Tb927.10.14740	Tb927_10_v5.1	3596820	3597977	-	1158	1220
Tb927.10.14750	Tb927_10_v5.1	3598487	3599401	-	915	4031
Tb927.10.14760	Tb927_10_v5.1	3599832	3600401	-	570	3781
Tb927.10.14770	Tb927_10_v5.1	3601240	3603162	-	1923	3972
Tb927.10.14780	Tb927_10_v5.1	3604785	3605639	-	855	2798
Tb927.10.14790	Tb927_10_v5.1	3606397	3607545	-	1149	10029
Tb927.10.14800	Tb927_10_v5.1	3609426	3610589	-	1164	524
Tb927.10.14810	Tb927_10_v5.1	3611256	3611738	-	483	4061
Tb927.10.14820	Tb927_10_v5.1	3612394	3613317	-	924	9723
Tb927.10.14830	Tb927_10_v5.1	3613774	3614697	-	924	9697
Tb927.10.14840	Tb927_10_v5.1	3615154	3616077	-	924	9516
Tb927.10.14860	Tb927_10_v5.1	3624761	3626902	+	2142	2911
Tb927.10.14870	Tb927_10_v5.1	3627364	3629409	+	2046	2444
Tb927.10.14880	Tb927_10_v5.1	3629662	3632214	+	2553	1959
Tb927.10.14890	Tb927_10_v5.1	3633146	3635608	+	2463	876
Tb927.10.14900	Tb927_10_v5.1	3637576	3639297	+	1722	216
Tb927.10.14910	Tb927_10_v5.1	3642186	3643739	+	1554	1271
Tb927.10.14920	Tb927_10_v5.1	3644360	3647902	+	3543	834
Tb927.10.14930	Tb927_10_v5.1	3649025	3649882	+	858	342
Tb927.10.14950	Tb927_10_v5.1	3654477	3655775	+	1299	1992
Tb927.10.14960	Tb927_10_v5.1	3656425	3656964	+	540	1078
Tb927.10.14980	Tb927_10_v5.1	3658942	3660909	+	1968	3526
Tb927.10.14990	Tb927_10_v5.1	3663015	3665363	+	2349	3731
Tb927.10.15000	Tb927_10_v5.1	3666262	3667530	+	1269	2276
Tb927.10.15010	Tb927_10_v5.1	3668325	3669554	+	1230	1425
Tb927.10.15020	Tb927_10_v5.1	3670629	3673916	+	3288	274
Tb927.10.15033	Tb927_10_v5.1	3676549	3676815	+	267	101
Tb927.10.15040	Tb927_10_v5.1	3677234	3678802	+	1569	85
Tb927.10.15080	Tb927_10_v5.1	3682966	3687870	+	4905	3335
Tb927.10.15090	Tb927_10_v5.1	3688301	3688996	+	696	248
Tb927.10.15100	Tb927_10_v5.1	3689494	3690186	+	693	365
Tb927.10.15110	Tb927_10_v5.1	3690702	3691394	+	693	471
Tb927.10.15120	Tb927_10_v5.1	3691805	3692260	+	456	17200
Tb927.10.15130	Tb927_10_v5.1	3692791	3693558	+	768	1007
Tb927.10.15140	Tb927_10_v5.1	3694308	3694682	+	375	3232
Tb927.10.15150	Tb927_10_v5.1	3695178	3695558	+	381	1212
Tb927.10.15160	Tb927_10_v5.1	3696267	3698900	+	2634	2110
Tb927.10.15170	Tb927_10_v5.1	3699405	3701492	+	2088	2320
Tb927.10.15180	Tb927_10_v5.1	3702340	3703440	+	1101	11857
Tb927.10.15190	Tb927_10_v5.1	3704429	3706411	+	1983	1829
Tb927.10.15200	Tb927_10_v5.1	3707143	3707862	+	720	618
Tb927.10.15210	Tb927_10_v5.1	3708384	3709196	+	813	1193
Tb927.10.15220	Tb927_10_v5.1	3709793	3710377	+	585	2955
Tb927.10.15230	Tb927_10_v5.1	3711120	3711932	+	813	1870
Tb927.10.15240	Tb927_10_v5.1	3712594	3716238	+	3645	1638
Tb927.10.15250	Tb927_10_v5.1	3716678	3718135	+	1458	1774
Tb927.10.15260	Tb927_10_v5.1	3720023	3722278	+	2256	391
Tb927.10.15270	Tb927_10_v5.1	3724538	3725725	+	1188	981
Tb927.10.15280	Tb927_10_v5.1	3726748	3730341	+	3594	1459
Tb927.10.15290	Tb927_10_v5.1	3731286	3736322	+	5037	2341
Tb927.10.15300	Tb927_10_v5.1	3738314	3741778	+	3465	2017
Tb927.10.15310	Tb927_10_v5.1	3745784	3747139	+	1356	90
Tb927.10.15320	Tb927_10_v5.1	3752647	3752961	+	315	638
Tb927.10.15330	Tb927_10_v5.1	3753481	3755298	+	1818	946
Tb927.10.15340	Tb927_10_v5.1	3756896	3757285	+	390	327
Tb927.10.15350	Tb927_10_v5.1	3757935	3758354	+	420	1362
Tb927.10.15360	Tb927_10_v5.1	3763602	3768911	+	5310	4426
Tb927.10.15370	Tb927_10_v5.1	3770218	3771231	+	1014	426
Tb927.10.15380	Tb927_10_v5.1	3771950	3772990	+	1041	1028
Tb927.10.15390	Tb927_10_v5.1	3773873	3777160	+	3288	1183
Tb927.10.15400	Tb927_10_v5.1	3779645	3784693	+	5049	2727
Tb927.10.15410	Tb927_10_v5.1	3786037	3787008	+	972	22205
Tb927.10.15420	Tb927_10_v5.1	3788615	3789787	+	1173	2028
Tb927.10.15430	Tb927_10_v5.1	3790337	3792001	+	1665	2549
Tb927.10.15440	Tb927_10_v5.1	3792626	3793483	+	858	453
Tb927.10.15450	Tb927_10_v5.1	3794598	3796046	+	1449	869
Tb927.10.15460	Tb927_10_v5.1	3797277	3798626	+	1350	530
Tb927.10.15470	Tb927_10_v5.1	3799111	3800556	+	1446	662
Tb927.10.15480	Tb927_10_v5.1	3800959	3802374	+	1416	600
Tb927.10.15490	Tb927_10_v5.1	3803011	3804099	+	1089	976
Tb927.10.15500	Tb927_10_v5.1	3805073	3805786	+	714	215
Tb927.10.15510	Tb927_10_v5.1	3806537	3807295	+	759	960
Tb927.10.15520	Tb927_10_v5.1	3807791	3809821	+	2031	2888
Tb927.10.15530	Tb927_10_v5.1	3810513	3812321	+	1809	2356
Tb927.10.15540	Tb927_10_v5.1	3814068	3816575	+	2508	1866
Tb927.10.15550	Tb927_10_v5.1	3817209	3820730	+	3522	3255
Tb927.10.15570	Tb927_10_v5.1	3821563	3823254	+	1692	1572
Tb927.10.15580	Tb927_10_v5.1	3823866	3824258	+	393	308
Tb927.10.15590	Tb927_10_v5.1	3824554	3825144	+	591	291
Tb927.10.15600	Tb927_10_v5.1	3825719	3826720	+	1002	644
Tb927.10.15610	Tb927_10_v5.1	3828351	3830465	+	2115	257
Tb927.10.15620	Tb927_10_v5.1	3831348	3831923	+	576	86
Tb927.10.15640	Tb927_10_v5.1	3833524	3835638	+	2115	2286
Tb927.10.15650	Tb927_10_v5.1	3836542	3838308	+	1767	865
Tb927.10.15660	Tb927_10_v5.1	3839256	3841595	+	2340	983
Tb927.10.15670	Tb927_10_v5.1	3842996	3845050	+	2055	1086
Tb927.10.15680	Tb927_10_v5.1	3845949	3853148	+	7200	4982
Tb927.10.15690	Tb927_10_v5.1	3853606	3854313	+	708	552
Tb927.10.15700	Tb927_10_v5.1	3854999	3865357	+	10359	8635
Tb927.10.15710	Tb927_10_v5.1	3866694	3867665	+	972	1568
Tb927.10.15720	Tb927_10_v5.1	3869048	3870265	+	1218	4204
Tb927.10.15730	Tb927_10_v5.1	3871247	3881629	+	10383	4566
Tb927.10.15740	Tb927_10_v5.1	3886795	3888348	+	1554	1057
Tb927.10.15750	Tb927_10_v5.1	3889322	3894568	+	5247	2773
Tb927.10.15760	Tb927_10_v5.1	3895573	3896520	+	948	6604
Tb927.10.15770	Tb927_10_v5.1	3897950	3899344	+	1395	1041
Tb927.10.15780	Tb927_10_v5.1	3899828	3902170	+	2343	798
Tb927.10.15790	Tb927_10_v5.1	3902634	3903071	+	438	1195
Tb927.10.15800	Tb927_10_v5.1	3903839	3905041	+	1203	827
Tb927.10.15810	Tb927_10_v5.1	3905467	3906090	+	624	708
Tb927.10.15820	Tb927_10_v5.1	3906446	3907240	+	795	654
Tb927.10.15830	Tb927_10_v5.1	3907748	3908548	+	801	1822
Tb927.10.15840	Tb927_10_v5.1	3908775	3911369	+	2595	1538
Tb927.10.15850	Tb927_10_v5.1	3912283	3913470	+	1188	709
Tb927.10.15860	Tb927_10_v5.1	3914105	3914575	+	471	704
Tb927.10.15870	Tb927_10_v5.1	3914983	3915708	+	726	504
Tb927.10.15880	Tb927_10_v5.1	3916088	3918526	+	2439	325
Tb927.10.15890	Tb927_10_v5.1	3919250	3920503	+	1254	122
Tb927.10.15900	Tb927_10_v5.1	3920871	3921203	+	333	577
Tb927.10.15910	Tb927_10_v5.1	3922051	3923880	+	1830	35
Tb927.10.15920	Tb927_10_v5.1	3925368	3925751	+	384	2098
Tb927.10.15930	Tb927_10_v5.1	3927048	3928505	+	1458	697
Tb927.10.15940	Tb927_10_v5.1	3929152	3930567	+	1416	625
Tb927.10.15950	Tb927_10_v5.1	3931134	3931922	+	789	552
Tb927.10.15960	Tb927_10_v5.1	3932498	3933190	+	693	326
Tb927.10.15970	Tb927_10_v5.1	3933964	3935658	+	1695	744
Tb927.10.15980	Tb927_10_v5.1	3935836	3936228	+	393	503
Tb927.10.15990	Tb927_10_v5.1	3937722	3938228	+	507	502
Tb927.10.16000	Tb927_10_v5.1	3938604	3942314	+	3711	1086
Tb927.10.16010	Tb927_10_v5.1	3945862	3946437	+	576	13
Tb927.10.16020	Tb927_10_v5.1	3947670	3948731	+	1062	1394
Tb927.10.16030	Tb927_10_v5.1	3949002	3950099	+	1098	1204
Tb927.10.16040	Tb927_10_v5.1	3950298	3952163	+	1866	2046
Tb927.10.16050	Tb927_10_v5.1	3952420	3952959	+	540	572
Tb927.10.16060	Tb927_10_v5.1	3953378	3953725	+	348	806
Tb927.10.16070	Tb927_10_v5.1	3954052	3954807	+	756	730
Tb927.10.16080	Tb927_10_v5.1	3955427	3955804	+	378	2870
Tb927.10.16090	Tb927_10_v5.1	3956556	3958967	+	2412	1667
Tb927.10.16100	Tb927_10_v5.1	3959421	3960698	+	1278	4734
Tb927.10.16110	Tb927_10_v5.1	3963160	3964320	+	1161	1126
Tb927.10.16120	Tb927_10_v5.1	3965153	3966691	+	1539	6260
Tb927.10.16125	Tb927_10_v5.1	3967640	3967744	+	105	146
Tb927.10.16140	Tb927_10_v5.1	3968864	3969664	+	801	330
Tb927.10.16150	Tb927_10_v5.1	3970140	3971873	+	1734	1331
Tb927.10.16160	Tb927_10_v5.1	3972198	3973100	+	903	353
Tb927.10.16170	Tb927_10_v5.1	3973232	3974155	+	924	523
Tb927.10.16180	Tb927_10_v5.1	3975648	3976478	+	831	399
Tb927.10.16190	Tb927_10_v5.1	3977608	3981372	+	3765	379
Tb927.10.16200	Tb927_10_v5.1	3988690	3991758	+	3069	6
Tb927.10.16210	Tb927_10_v5.1	3992532	3993443	+	912	0
Tb927.10.16220	Tb927_10_v5.1	4004721	4006283	-	1563	0
Tb927.10.16230	Tb927_10_v5.1	4008140	4009603	-	1464	0
Tb927.10.16240	Tb927_10_v5.1	4011540	4012970	-	1431	0
Tb927.10.16250	Tb927_10_v5.1	4021254	4022858	-	1605	0
Tb927.10.16260	Tb927_10_v5.1	4023981	4024793	-	813	1
Tb927.10.16270	Tb927_10_v5.1	4027022	4027504	+	483	0
Tb927.10.16280	Tb927_10_v5.1	4028125	4029765	+	1641	0
Tb927.10.16290	Tb927_10_v5.1	4031718	4033115	+	1398	0
Tb927.10.16300	Tb927_10_v5.1	4033833	4034288	+	456	0
Tb927.10.16310	Tb927_10_v5.1	4043711	4045087	+	1377	0
Tb927.10.16320	Tb927_10_v5.1	4046330	4047574	-	1245	0
Tb927.10.16330	Tb927_10_v5.1	4050208	4051602	+	1395	0
Tb927.10.16340	Tb927_10_v5.1	4052872	4053888	+	1017	0
Tb927.10.16350	Tb927_10_v5.1	4054376	4055896	+	1521	0
Tb927.10.16360	Tb927_10_v5.1	4058913	4060490	+	1578	0
Tb927.10.16370	Tb927_10_v5.1	4063192	4064628	+	1437	0
Tb927.10.16380	Tb927_10_v5.1	4066581	4067975	+	1395	0
Tb927.10.16390	Tb927_10_v5.1	4070196	4070879	+	684	0
Tb927.10.16400	Tb927_10_v5.1	4079740	4080657	+	918	0
Tb927.10.16410	Tb927_10_v5.1	4083381	4084715	+	1335	0
Tb927.10.16420	Tb927_10_v5.1	4087026	4087586	+	561	0
Tb927.10.16430	Tb927_10_v5.1	4087714	4088436	+	723	0
Tb927.10.16440	Tb927_10_v5.1	4093206	4094012	+	807	0
Tb927.10.16450	Tb927_10_v5.1	4096637	4097911	+	1275	0
Tb927.10.16460	Tb927_10_v5.1	4099978	4101423	+	1446	0
Tb927.10.16470	Tb927_10_v5.1	4104454	4105947	+	1494	0
Tb927.10.16480	Tb927_10_v5.1	4108321	4109811	+	1491	0
Tb927.10.16490	Tb927_10_v5.1	4111697	4113295	+	1599	0
Tb927.10.16500	Tb927_10_v5.1	4114619	4116157	+	1539	0
Tb927.10.16510	Tb927_10_v5.1	4117577	4118788	+	1212	0
Tb927.10.16520	Tb927_10_v5.1	4120367	4121614	+	1248	0
Tb927.10.16530	Tb927_10_v5.1	4123286	4124710	+	1425	0
Tb927.10.16540	Tb927_10_v5.1	4134231	4135682	+	1452	0
Tb927.10.16550	Tb927_10_v5.1	4136870	4138543	+	1674	0
Tb927.10.16560	Tb927_10_v5.1	4142515	4143966	+	1452	0
Tb927.11.100	Tb927_11_v5.1	2911	4347	-	1437	0
Tb927.11.105	Tb927_11_v5.1	12071	12217	-	147	0
Tb927.11.110	Tb927_11_v5.1	13566	14210	-	645	0
Tb927.11.120	Tb927_11_v5.1;Tb927_11_v5.1;Tb927_11_v5.1;Tb927_11_v5.1	15116;15462;15805;16023	15460;15803;16020;16211	-;-;-;-	1092	0
Tb927.11.130	Tb927_11_v5.1	20124	20915	-	792	0
Tb927.11.140	Tb927_11_v5.1	25132	28839	-	3708	316
Tb927.11.150	Tb927_11_v5.1	31850	35572	-	3723	318
Tb927.11.155	Tb927_11_v5.1	36568	36831	-	264	2193
Tb927.11.160	Tb927_11_v5.1	37087	37446	-	360	755
Tb927.11.164	Tb927_11_v5.1	37888	38058	-	171	892
Tb927.11.167	Tb927_11_v5.1	38950	39180	-	231	2515
Tb927.11.170	Tb927_11_v5.1	39516	40907	-	1392	1787
Tb927.11.180	Tb927_11_v5.1	41368	42177	-	810	1186
Tb927.11.190	Tb927_11_v5.1	43125	45068	-	1944	1867
Tb927.11.200	Tb927_11_v5.1	45385	45780	-	396	1175
Tb927.11.210	Tb927_11_v5.1	46017	48215	-	2199	1358
Tb927.11.220	Tb927_11_v5.1	48524	49474	-	951	763
Tb927.11.230	Tb927_11_v5.1	49775	52231	-	2457	4535
Tb927.11.240	Tb927_11_v5.1	52720	55875	-	3156	2590
Tb927.11.250	Tb927_11_v5.1	56566	57276	-	711	1916
Tb927.11.260	Tb927_11_v5.1	58091	62161	-	4071	4078
Tb927.11.270	Tb927_11_v5.1	62818	63750	-	933	1435
Tb927.11.280	Tb927_11_v5.1	64134	66080	-	1947	1815
Tb927.11.290	Tb927_11_v5.1	66667	67449	-	783	460
Tb927.11.300	Tb927_11_v5.1	67856	68410	-	555	959
Tb927.11.310	Tb927_11_v5.1	69110	71185	-	2076	726
Tb927.11.320	Tb927_11_v5.1	73331	73603	-	273	1060
Tb927.11.330	Tb927_11_v5.1	73968	76922	-	2955	3811
Tb927.11.340	Tb927_11_v5.1	77580	79721	-	2142	733
Tb927.11.350	Tb927_11_v5.1	80378	81685	-	1308	2709
Tb927.11.360	Tb927_11_v5.1	82444	84243	-	1800	1583
Tb927.11.365	Tb927_11_v5.1	84584	84862	-	279	450
Tb927.11.370	Tb927_11_v5.1	85145	87712	-	2568	4781
Tb927.11.380	Tb927_11_v5.1	88129	88683	-	555	1065
Tb927.11.390	Tb927_11_v5.1	89218	91815	-	2598	706
Tb927.11.400	Tb927_11_v5.1	92203	93837	-	1635	2214
Tb927.11.410	Tb927_11_v5.1	94167	94538	-	372	821
Tb927.11.420	Tb927_11_v5.1	95139	95663	-	525	1641
Tb927.11.430	Tb927_11_v5.1	96218	96829	-	612	1867
Tb927.11.435	Tb927_11_v5.1	97217	97495	-	279	1224
Tb927.11.440	Tb927_11_v5.1	97940	98821	-	882	8306
Tb927.11.450	Tb927_11_v5.1	99923	102388	-	2466	1723
Tb927.11.460	Tb927_11_v5.1	103046	105892	-	2847	2444
Tb927.11.470	Tb927_11_v5.1	106295	108121	-	1827	1550
Tb927.11.480	Tb927_11_v5.1	108838	109986	-	1149	1186
Tb927.11.485	Tb927_11_v5.1	110746	110961	-	216	459
Tb927.11.490	Tb927_11_v5.1	111834	112307	-	474	102
Tb927.11.500	Tb927_11_v5.1	118957	119616	-	660	3112
Tb927.11.510	Tb927_11_v5.1	127191	127718	-	528	1227
Tb927.11.520	Tb927_11_v5.1	128882	130054	-	1173	887
Tb927.11.530	Tb927_11_v5.1	133925	134527	-	603	54
Tb927.11.540	Tb927_11_v5.1;Tb927_11_v5.1	135446;135446	137443;137521	-;-	2076	2142
Tb927.11.550	Tb927_11_v5.1	140117	140959	-	843	5688
Tb927.11.560	Tb927_11_v5.1	141563	143122	-	1560	1861
Tb927.11.570	Tb927_11_v5.1	143470	144033	-	564	1382
Tb927.11.580	Tb927_11_v5.1	144551	145099	-	549	518
Tb927.11.590	Tb927_11_v5.1	145375	145977	-	603	1326
Tb927.11.600	Tb927_11_v5.1	146963	147241	-	279	4443
